inputs ClimbRate, Sgz, P, Q, CurPitch, CurRoll, AbsRoll, DiffClb, DiffRollRate, DiffDiffClb, SeTime1, SeTime2, SeTime3, SeTime4, SeTime5, SeTime6, SeTime7, SeTime8, SeTime9, SeTime10, SeTime11, SeTime12, SeTime13, SeTime14, DiffSeTime1, DiffSeTime2, DiffSeTime3, DiffSeTime4, DiffSeTime5, DiffSeTime6, DiffSeTime7, DiffSeTime8, DiffSeTime9, DiffSeTime10, DiffSeTime11, DiffSeTime12, DiffSeTime13, DiffSeTime14, Alpha, Se, Goal
-292,41,-0.24,-0.09,0.72,-0.9,-16,17,0,2.6,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0.5,0.017,-8.00E-04
592,-16,-0.26,0.13,0.06,0.7,-9,-20,-0.009,-0.8,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,-6.00E-04
-651,-38,-0.4,-0.04,1.09,0.5,-8,9,0,-0.5,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.017,0.017,0.018,0.018,0.018,0.018,0.018,-0.001,0,0,0,0,0,-0.002,0,-0.002,0,0,0,0,0,0.5,0.018,-4.00E-04
202,29,-0.15,0.03,0.35,0.5,-6,-4,-0.007,0,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,-4.00E-04
-45,-14,-0.08,0.04,0.78,0.6,-12,2,0.007,0.2,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.026,-0.001
578,-11,-0.17,0.06,-0.03,-0.1,-6,-3,0.003,-2.2,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,-5.00E-04
-188,22,-0.35,0.15,0.76,1,-6,-16,-0.013,0.1,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021,-5.00E-04
203,46,-0.26,0.35,0.48,2,-14,-30,-0.029,-1.8,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.024,-0.0013
301,0,0.41,0.04,0.25,-0.7,-7,-4,-0.004,0.1,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,-6.00E-04
-73,68,0.22,0.19,0.64,-0.8,-12,-13,0.019,-1.5,0.021,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,-0.001
272,-27,-0.08,0.02,0.53,-0.6,-11,3,0.001,-0.2,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.029,-9.00E-04
-335,-33,0.02,0.25,0.84,-0.6,-16,-5,0.003,-1.5,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.021,0,0,0,0,0,0,0,0,0,0,0,0,-0.001,0,0.5,0.021,-0.0012
91,-14,-0.3,-0.06,0.95,0.8,-10,8,-0.014,0.1,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,1.1,0.037,-0.0013
-217,-15,-0.25,-0.03,0.71,0.4,-6,4,-0.008,-0.4,0.019,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,-3.00E-04
255,-2,0.24,0.22,0.37,0.3,-13,-19,-0.012,0.3,0.02,0.021,0.021,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,-0.002,0,-0.002,0,0,0,0,0,0,0,0,0,0,0,0.6,0.022,-9.00E-04
-346,13,-0.15,0.1,0.83,0.8,-17,3,0.007,-0.2,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,-0.0011
261,-10,0.21,0.08,0.22,-1.1,-7,8,0.015,-2.4,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.017,-4.00E-04
158,15,0.1,0.2,0.61,-1.1,-22,2,0.014,0.4,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,-0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.028,-0.0014
130,3,0.11,0.33,0.53,-0.1,-20,-18,-0.021,0.1,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,-0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.024,-0.0015
-281,-48,-0.22,-0.06,0.86,-0.5,-16,-1,0.007,3.5,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021,-7.00E-04
-494,-31,0.19,-0.06,0.97,-0.4,-7,-17,0.002,1.7,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.016,0,0,0,0,0,0,0,0,-0.002,0,0,0,-0.002,0,0.5,0.016,-6.00E-04
315,-33,0.44,0.04,0.21,-0.5,-10,0,0.005,0.1,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0.5,0.018,-9.00E-04
-159,-10,-0.16,0.04,0.65,0.6,-7,-3,-0.005,0,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,-6.00E-04
39,8,0.29,0.15,0.54,1.6,-9,-14,-0.022,0.1,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021,-0.0012
-126,-18,-0.4,0.17,0.7,-2,-16,-8,0.021,0.2,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.021,0.021,0.021,0,0,0,0,0,0,0,0,0,0,0.001,0,-0.001,0,0.6,0.021,-7.00E-04
-358,-25,0.39,0.05,1.44,1.1,-15,4,-0.011,0.5,0.036,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,-0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.037,-0.0017
44,-16,0.6,0.3,0.66,1.1,-18,-10,-0.006,-1.8,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.026,-0.0016
-124,-25,0.48,0.06,0.66,-0.7,-9,-4,0.005,0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,-6.00E-04
-53,-4,0.02,-0.02,0.53,0,-9,4,0,0.2,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,-7.00E-04
-104,8,-0.18,0.08,0.65,0.6,-6,-8,-0.007,0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,-5.00E-04
180,-11,0.14,0.09,0.74,0.6,-15,3,0,-0.1,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.034,-0.0016
-153,-1,-0.58,0.08,0.67,-1.4,-11,-7,0.005,0.6,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,-5.00E-04
-64,-35,0.03,0.12,0.68,1.5,-14,-4,-0.01,-0.2,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.022,-0.0013
228,18,0.31,0.21,0.55,1.8,-13,-22,-0.01,1.4,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.028,-0.0014
-374,-11,0.08,-0.03,0.84,-0.2,-6,4,-0.003,0,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,-6.00E-04
72,-13,0.55,0.1,0.48,1.1,-9,-17,-0.011,0.7,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.019,-0.001
171,2,-0.07,0.4,0.96,-0.3,-21,-10,0.014,-0.8,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0.043,-0.0027
-320,-3,0.15,0.11,0.83,0.6,-5,-12,-0.002,0,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,-0.003,0,0,0,0,0,0.5,0.019,-6.00E-04
-110,-8,0.34,-0.02,0.6,-0.8,-8,5,0.002,-0.5,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,-6.00E-04
342,8,0.4,0.13,0.26,0.3,-6,-12,0.002,-0.5,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,-7.00E-04
-114,-6,0.08,0.06,0.62,-1,-8,-5,0.008,-0.1,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,-6.00E-04
-11,-30,-0.02,0.08,0.53,0.1,-19,8,0.008,0,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,-0.0014
-104,-43,-0.59,0.02,0.59,-0.5,-6,3,0.001,-1.1,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.017,0.017,0.017,0.017,0.018,0,0,-0.001,0,-0.001,0,0,0,0.001,0,-0.001,0,-0.001,0,0.5,0.018,-3.00E-04
98,-47,0.25,-0.04,0.91,1.6,-11,4,-0.008,0,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.035,-0.0015
247,-33,0.09,-0.07,0.34,-0.9,-8,9,0.012,0.1,0.021,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,-5.00E-04
6,-16,-0.05,0.2,1.27,-1.1,-14,-9,0.004,-0.2,0.044,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,-0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0.046,-0.0017
282,6,0.45,0.14,0.53,-0.2,-16,-3,0.018,0.5,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.03,-0.0014
303,-19,-0.29,0.14,0.35,-0.3,-10,-9,-0.011,-0.4,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.023,-9.00E-04
281,-29,-0.16,-0.04,0.22,-0.6,-8,7,0.002,-0.2,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.017,-0.001,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0.5,0.017,-5.00E-04
90,20,-0.34,0.08,0.49,-1.7,-14,-1,0.008,-0.1,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,-0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,-7.00E-04
-112,-2,0.29,0.18,0.67,-0.1,-13,-11,-0.007,-0.8,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021,-0.0011
-280,-11,-0.17,0.16,1.29,1.3,-15,-12,-0.023,0.3,0.033,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,-0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.035,-0.0019
54,-26,0.34,-0.03,0.47,-0.5,-6,4,0.006,-0.1,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,-5.00E-04
-335,3,-0.69,0.3,0.99,-0.2,-15,-18,-0.014,-1.4,0.022,0.022,0.022,0.023,0.023,0.024,0.024,0.024,0.024,0.024,0.024,0.025,0.025,0.025,0,0,-0.001,0,-0.002,0,-0.001,0,-0.001,0,-0.001,0,0,0,0.7,0.025,-6.00E-04
756,6,0.77,0.27,0.17,-1,-16,-14,0.013,0.3,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.037,-0.0015
-66,-32,0.12,0.14,0.6,0.7,-6,-17,-0.017,0.1,0.017,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,-0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,-8.00E-04
364,-3,-0.57,0.09,0.2,1.4,-12,1,-0.013,-1.2,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.019,0.019,0.019,0,0,0,0,0,0,-0.001,0,0,0,-0.001,0,0,0,0.5,0.019,-7.00E-04
-292,-34,-0.46,-0.02,0.77,0.2,-6,3,-0.009,0,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,-4.00E-04
-7,-5,0.05,-0.12,0.46,-0.3,-11,17,0.011,-0.1,0.017,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.016,-8.00E-04
5,5,-0.13,0.09,0.55,0.8,-6,-10,-0.008,0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,-0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,-5.00E-04
58,8,-0.52,0.11,0.52,0.5,-8,-11,-0.017,0.1,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,-0.001,0,-0.001,0,0,0,0,0,0,0,0.6,0.02,-5.00E-04
576,-7,0.22,0.11,-0.01,-0.7,-7,4,0.011,-4.6,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,-4.00E-04
430,-4,0.29,0.07,0.15,-0.9,-11,5,0.019,-1.8,0.022,0.022,0.022,0.022,0.022,0.021,0.021,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0.001,0,0.001,0,0,0,0,0,0,0,0.5,0.019,-9.00E-04
-344,4,-0.39,0.2,0.89,-0.6,-13,-15,-0.01,0,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.02,0.02,0.021,0.021,0.021,0,0,0,0,0,0,0,0,-0.002,0,-0.002,0,0,0,0.6,0.021,-8.00E-04
-414,-17,0.33,0.01,0.91,-0.8,-13,-3,0.021,0.5,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.018,0,0,0,0,0,0,0,0,0,0,0,0,-0.002,0,0.5,0.018,-0.0011
-539,-12,-0.39,0.21,1.08,0.8,-13,-13,-0.034,-0.6,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.021,0.021,0.021,0.021,0.022,0,0,0,0,0,0,0,0,-0.002,0,0,0,-0.002,0,0.6,0.022,-0.0012
-49,6,0.13,-0.06,0.5,-1.6,-10,20,0.017,-1.4,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.016,-5.00E-04
-68,-23,-0.06,0.03,0.57,-0.6,-10,1,-0.002,0,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,-6.00E-04
268,-60,0.13,-0.02,0.34,-0.6,-18,16,0.028,0,0.022,0.022,0.022,0.022,0.022,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0.6,0.021,-8.00E-04
-170,-42,0.2,0,0.65,0.7,-6,2,-0.008,0.5,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,-0.001
220,-47,-0.17,-0.03,0.31,-0.6,-8,6,-0.002,0,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,-5.00E-04
128,0,0.12,0.13,0.58,0.5,-12,-7,-0.006,-0.1,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.025,-0.0012
116,28,-0.41,0.12,0.45,-0.4,-7,-12,-0.003,-0.2,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,-5.00E-04
-100,7,-0.19,-0.1,0.57,0.8,-10,14,-0.015,0.2,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,-5.00E-04
125,-18,0.16,-0.02,0.39,0.6,-7,3,-0.004,-0.1,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,-7.00E-04
-5,-36,-0.42,0.09,0.61,0.3,-19,7,-0.014,0,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.025,0.025,0.023,0.023,0.023,0.023,0.022,0,0,0,0,0,0,-0.001,0,0.002,0,-0.001,0,0.001,0,0.6,0.022,-0.001
176,-17,0.22,0,0.77,0.5,-8,2,-0.007,-0.2,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.034,-0.001
-87,-14,0.23,-0.02,0.57,0.5,-8,3,0.004,-0.2,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,-7.00E-04
-215,-9,-0.09,0.04,1.5,-0.6,-7,-10,-0.001,0.9,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0,0,0,0,-0.001,0,-0.001,0,0,0,0,0,0,0,1.2,0.043,-6.00E-04
480,-15,0.1,0.02,0.14,-0.3,-10,3,0.005,-0.2,0.025,0.022,0.022,0.022,0.022,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.002,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0.6,0.021,-7.00E-04
28,27,0.03,0.25,0.59,-0.5,-6,-28,0.004,0.5,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.023,-5.00E-04
483,-24,-0.05,-0.04,0.15,-0.5,-14,13,0.01,-0.1,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.023,0.023,0.022,0.022,0.022,0,0,0,0,0,0,0,0,0.001,0,0.001,0,0,0,0.6,0.022,-0.0011
262,-12,0.01,0.19,0.33,1.3,-12,-16,-0.007,-0.3,0.019,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,-0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,-8.00E-04
-2,-47,0.41,-0.16,0.54,-1.2,-14,25,0.025,0.1,0.02,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,-6.00E-04
-360,-1,-0.35,-0.12,0.8,0.2,-10,0,-0.006,5,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.017,0.017,0.017,-0.001,0,0,0,0,0,0,0,-0.001,0,-0.002,0,-0.001,0,0.5,0.017,-5.00E-04
166,-29,0.53,0.15,0.42,-1.1,-14,-8,0.02,-0.2,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021,-7.00E-04
7,-30,0.09,-0.02,0.48,-0.6,-6,3,0.005,-0.1,0.018,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.001,0,0,0,0,0,0,0,0,0,-0.001,0,0,0,0.5,0.017,-5.00E-04
536,-23,0.01,-0.01,0.01,-0.5,-10,4,0.012,0.1,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,-6.00E-04
140,12,0.2,0.14,0.54,1.4,-5,-16,-0.005,0.1,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.024,-6.00E-04
271,-57,0.32,0.02,0.27,0.5,-8,-1,-0.013,0,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0.001,0,-0.001,0,-0.001,0,0,0,0.5,0.018,-0.0011
-113,42,-0.68,0.17,0.68,-0.5,-16,-8,-0.006,0.3,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0,0,0,0,-0.001,0,-0.001,0,0,0,0,0,0,0,0.6,0.021,-0.001
-351,-20,0.02,0.09,0.85,-0.3,-6,-9,-0.011,-0.3,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.017,0.017,0.017,0.017,0.019,0,0,0,0,0,0,0,0,-0.002,0,0,0,-0.003,0,0.5,0.019,-5.00E-04
-288,-8,-0.23,-0.17,0.74,-0.5,-9,6,-0.008,4.6,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,-0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,-5.00E-04
152,4,0.11,0.19,0.46,0.8,-10,-18,-0.016,-0.1,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.022,0.022,0.022,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0.6,0.022,-0.001
-198,-6,-0.11,0.06,0.87,1.3,-12,0,-0.004,-0.1,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.024,-9.00E-04
22,-20,-0.09,-0.03,0.49,1.5,-7,3,-0.009,0.2,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,-5.00E-04
85,-21,-0.08,-0.08,0.39,-0.4,-9,11,0.016,-0.1,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0.5,0.016,-5.00E-04
-195,-34,0.28,0.08,1.07,0.4,-9,-6,-0.015,0,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.03,-0.0014
-513,-11,0.09,-0.2,1.05,0.8,-11,29,0.001,-1,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,-7.00E-04
